"city_name","ebird_code","common_name","scientific_name","species_category","number_of_non_zero_frequency","longest_run_of_non_zero_frequency","smallest_precision"
"Accra","gargan","Garganey","Spatula querquedula","species","1","1","60"
"Accra","bsrcha1","Blue-shouldered Robin-Chat","Cossypha cyanocampter","species","1","1","100"
"Accra","leshon1","Lesser Honeyguide","Indicator minor","species","1","1","100"
"Accra","bathaw1","Bat Hawk","Macheiramphus alcinus","species","1","1","100"
"Accra","brubru1","Brubru","Nilaus afer","species","1","1","100"
"Accra","arcter","Arctic Tern","Sterna paradisaea","species","1","1","60"
"Accra","tufduc","Tufted Duck","Aythya fuligula","species","1","1","60"
"Accra","whiter2","Whiskered Tern","Chlidonias hybrida","species","1","1","60"
"Accra","eurhob","Eurasian Hobby","Falco subbuteo","species","1","1","60"
"Accra","norsho","Northern Shoveler","Spatula clypeata","species","1","1","60"
"Accra","swanig1","Swamp Nightjar","Caprimulgus natalensis","species","1","1","60"
"Accra","gnwtea","Green-winged Teal","Anas crecca","species","1","1","60"
"Accra","parjae","Parasitic Jaeger","Stercorarius parasiticus","species","1","1","60"
"Accra","redkno","Red Knot","Calidris canutus","species","1","1","60"
"Accra","blhlap1","Black-headed Lapwing","Vanellus tectus","species","1","1","60"
"Accra","whihel1","White Helmetshrike","Prionops plumatus","species","1","1","60"
"Accra","booeag1","Booted Eagle","Hieraaetus pennatus","species","1","1","60"
"Accra","afbwar1","Little Rush-Warbler","Bradypterus baboecala","species","1","1","60"
"Accra","robeat1","Rosy Bee-eater","Merops malimbicus","species","1","1","60"
"Accra","yemwea1","Yellow-mantled Weaver","Ploceus tricolor","species","1","1","60"
"Accra","eupfly1","European Pied Flycatcher","Ficedula hypoleuca","species","1","1","60"
"Accra","whbkin1","White-bellied Kingfisher","Corythornis leucogaster","species","0","0","999"
"Accra","comwea1","Compact Weaver","Pachyphantes superciliosus","species","0","0","999"
"Accra","eurwry","Eurasian Wryneck","Jynx torquilla","species","0","0","999"
"Accra","brnowl","Barn Owl","Tyto alba","species","0","0","999"
"Accra","afrpyg1","African Pygmy-Goose","Nettapus auritus","species","0","0","999"
"Accra","grbtur1","Great Blue Turaco","Corythaeola cristata","species","0","0","999"
"Accra","piwswa1","Pied-winged Swallow","Hirundo leucosoma","species","0","0","999"
"Accra","wtbswa1","White-throated Blue Swallow","Hirundo nigrita","species","0","0","999"
"Accra","revmal1","Red-vented Malimbe","Malimbus scutatus","species","0","0","999"
"Accra","rocpra1","Rock Pratincole","Glareola nuchalis","species","0","0","999"
"Accra","loceag1","Long-crested Eagle","Lophaetus occipitalis","species","0","0","999"
"Accra","whbneg2","White-breasted Nigrita","Nigrita fusconotus","species","0","0","999"
"Accra","afecuc1","African Emerald Cuckoo","Chrysococcyx cupreus","species","0","0","999"
"Accra","slbgul1","Slender-billed Gull","Chroicocephalus genei","species","0","0","999"
"Accra","whhvul1","White-headed Vulture","Trigonoceps occipitalis","species","0","0","999"
"Accra","rertin1","Red-rumped Tinkerbird","Pogoniulus atroflavus","species","0","0","999"
"Accra","bksnig1","Black-shouldered Nightjar","Caprimulgus nigriscapularis","species","0","0","999"
"Accra","bltcou1","Black-throated Coucal","Centropus leucogaster","species","0","0","999"
"Accra","wooshr1","Woodchat Shrike","Lanius senator","species","0","0","999"
"Accra","temsti","Temminck's Stint","Calidris temminckii","species","0","0","999"
"Accra","plamar1","Plain Martin","Riparia paludicola","species","0","0","999"
"Accra","afrope1","African Openbill","Anastomus lamelligerus","species","0","0","999"
"Accra","gresun1","Green Sunbird","Anthreptes rectirostris","species","0","0","999"
"Accra","blwori1","Black-winged Oriole","Oriolus nigripennis","species","0","0","999"
"Accra","shbkin1","Shining-blue Kingfisher","Alcedo quadribrachys","species","0","0","999"
"Addis Ababa","piecro1","Pied Crow","Corvus albus","species","48","48","20"
"Addis Ababa","blakit1","Black Kite","Milvus migrans","species","48","48","20"
"Addis Ababa","dutdov1","Dusky Turtle-Dove","Streptopelia lugens","species","48","48","20"
"Addis Ababa","swaspa2","Swainson's Sparrow","Passer swainsonii","species","48","48","20"
"Addis Ababa","brrsee1","Brown-rumped Seedeater","Crithagra tristriata","species","48","48","20"
"Addis Ababa","tacsun1","Tacazze Sunbird","Nectarinia tacazze","species","48","48","20"
"Addis Ababa","bagwea1","Baglafecht Weaver","Ploceus baglafecht","species","48","48","20"
"Addis Ababa","spemou2","Speckled Mousebird","Colius striatus","species","48","48","20"
"Addis Ababa","abythr1","Abyssinian Thrush","Turdus abyssinicus","species","48","48","20"
"Addis Ababa","reedov1","Red-eyed Dove","Streptopelia semitorquata","species","48","48","20"
"Addis Ababa","spepig1","Speckled Pigeon","Columba guinea","species","48","48","20"
"Addis Ababa","hoovul1","Hooded Vulture","Necrosyrtes monachus","species","48","48","20"
"Addis Ababa","watibi1","Wattled Ibis","Bostrychia carunculata","species","48","48","20"
"Addis Ababa","strsee1","Streaky Seedeater","Crithagra striolata","species","48","48","20"
"Addis Ababa","tafpri1","Tawny-flanked Prinia","Prinia subflava","species","48","48","20"
"Addis Ababa","afdfly1","African Dusky Flycatcher","Muscicapa adusta","species","48","48","20"
"Addis Ababa","nyaswi1","Nyanza Swift","Apus niansae","species","48","48","20"
"Addis Ababa","heuwhe2","Heuglin's White-eye","Zosterops poliogastrus","species","48","48","20"
"Addis Ababa","rocmar2","Rock Martin","Ptyonoprogne fuligula","species","48","48","20"
"Addis Ababa","sacibi2","African Sacred Ibis","Threskiornis aethiopicus","species","46","29","20"
"Addis Ababa","afrcit1","African Citril","Crithagra citrinelloides","species","48","48","20"
"Addis Ababa","rurcha1","Rüppell's Robin-Chat","Cossypha semirufa","species","48","48","20"
"Addis Ababa","afpfly1","African Paradise-Flycatcher","Terpsiphone viridis","species","48","48","20"
"Addis Ababa","abyslf1","Abyssinian Slaty-Flycatcher","Melaenornis chocolatinus","species","48","48","20"
"Addis Ababa","rebfir2","Red-billed Firefinch","Lagonosticta senegala","species","48","48","20"
"Addis Ababa","combul2","Common Bulbul","Pycnonotus barbatus","species","48","48","20"
"Addis Ababa","bbbeat2","Blue-breasted Bee-eater","Merops variegatus","species","48","48","20"
"Addis Ababa","broman1","Bronze Mannikin","Spermestes cucullata","species","48","48","20"
"Addis Ababa","blwlov1","Black-winged Lovebird","Agapornis taranta","species","48","48","20"
"Addis Ababa","rerswa1","Red-rumped Swallow","Cecropis daurica","species","48","48","20"
"Addis Ababa","whcpig1","White-collared Pigeon","Columba albitorques","species","48","48","20"
"Addis Ababa","egygoo","Egyptian Goose","Alopochen aegyptiaca","species","48","48","20"
"Addis Ababa","moocha1","Moorland Chat","Pinarochroa sordida","species","48","48","20"
"Addis Ababa","marsto1","Marabou Stork","Leptoptilos crumenifer","species","48","48","20"
"Addis Ababa","wincis6","Ethiopian Cisticola","Cisticola lugubris","species","48","48","20"
"Addis Ababa","whisto1","White Stork","Ciconia ciconia","species","34","21","20"
"Addis Ababa","norfis1","Northern Fiscal","Lanius humeralis","species","48","48","20"
"Addis Ababa","hadibi1","Hadada Ibis","Bostrychia hagedash","species","48","48","20"
"Addis Ababa","comchi1","Common Chiffchaff","Phylloscopus collybita","species","27","17","20"
"Addis Ababa","whbvul1","White-backed Vulture","Gyps africanus","species","48","48","20"
"Addis Ababa","varsun2","Variable Sunbird","Cinnyris venustus","species","47","31","20"
"Addis Ababa","rourai1","Rouget's Rail","Rougetius rougetii","species","48","48","20"
"Addis Ababa","rocpig","Rock Pigeon","Columba livia","species","47","26","20"
"Addis Ababa","augbuz1","Augur Buzzard","Buteo augur","species","48","48","20"
"Addis Ababa","reccor","Red-cheeked Cordonbleu","Uraeginthus bengalus","species","47","34","20"
"Addis Ababa","taweag1","Tawny Eagle","Aquila rapax","species","47","24","20"
"Addis Ababa","gbesta1","Greater Blue-eared Starling","Lamprotornis chalybaeus","species","48","48","20"
"Addis Ababa","afrsil1","African Silverbill","Euodice cantans","species","47","33","20"
"Addis Ababa","reboxp1","Red-billed Oxpecker","Buphagus erythrorynchus","species","43","31","20"
"Addis Ababa","brnwar1","Brown Parisoma","Sylvia lugens","species","41","25","20"
"Addis Ababa","eaywag1","Western Yellow Wagtail","Motacilla flava","species","30","17","20"
"Addis Ababa","wlwwar","Willow Warbler","Phylloscopus trochilus","species","28","17","20"
"Addis Ababa","barswa","Barn Swallow","Hirundo rustica","species","40","22","20"
"Addis Ababa","hamerk1","Hamerkop","Scopus umbretta","species","42","22","20"
"Addis Ababa","thbrav1","Thick-billed Raven","Corvus crassirostris","species","39","19","20"
"Addis Ababa","rindov","Ring-necked Dove","Streptopelia capicola","species","42","27","20"
"Addis Ababa","plamar1","Plain Martin","Riparia paludicola","species","44","22","20"
"Addis Ababa","blagos1","Black Goshawk","Accipiter melanoleucus","species","41","20","20"
"Addis Ababa","gyhwoo1","Mountain Gray Woodpecker","Chloropicus spodocephalus","species","41","21","20"
"Addis Ababa","afbduc1","African Black Duck","Anas sparsa","species","44","21","20"
"Addis Ababa","whbblt1","White-backed Black-Tit","Melaniparus leuconotus","species","40","16","20"
"Addis Ababa","vilind","Village Indigobird","Vidua chalybeata","species","36","15","20"
"Addis Ababa","trobou2","Ethiopian Boubou","Laniarius aethiopicus","species","43","23","20"
"Addis Ababa","banbar1","Banded Barbet","Lybius undatus","species","36","18","20"
"Addis Ababa","eubeat1","European Bee-eater","Merops apiaster","species","16","9","20"
"Addis Ababa","affeag1","African Fish-Eagle","Haliaeetus vocifer","species","41","27","20"
"Addis Ababa","yeccan1","Yellow-crowned Canary","Serinus flavivertex","species","43","19","20"
"Addis Ababa","comsan","Common Sandpiper","Actitis hypoleucos","species","39","23","20"
"Addis Ababa","vilwea1","Village Weaver","Ploceus cucullatus","species","37","20","20"
"Addis Ababa","grothr1","Groundscraper Thrush","Psophocichla litsitsirupa","species","41","29","20"
"Addis Ababa","pitwhy","Pin-tailed Whydah","Vidua macroura","species","34","12","20"
"Addis Ababa","yebwax2","Yellow-bellied Waxbill","Coccopygia quartinia","species","34","23","20"
"Addis Ababa","lanfal1","Lanner Falcon","Falco biarmicus","species","36","17","20"
"Addis Ababa","grbcam1","Green-backed Camaroptera","Camaroptera brachyura","species","35","13","20"
"Addis Ababa","wbweye1","Abyssinian White-eye","Zosterops abyssinicus","species","37","13","20"
"Addis Ababa","gyhspa1","Northern Gray-headed Sparrow","Passer griseus","species","29","9","20"
"Addis Ababa","fatrav1","Fan-tailed Raven","Corvus rhipidurus","species","37","17","20"
"Addis Ababa","booeag1","Booted Eagle","Hieraaetus pennatus","species","25","13","20"
"Addis Ababa","blksaw1","Black Sawwing","Psalidoprocne pristoptera","species","38","22","20"
"Addis Ababa","grnsan","Green Sandpiper","Tringa ochropus","species","30","12","20"
"Addis Ababa","spwlap1","Spur-winged Lapwing","Vanellus spinosus","species","39","23","20"
"Addis Ababa","afhhaw1","African Harrier-Hawk","Polyboroides typus","species","34","13","20"
"Addis Ababa","mouwag1","Mountain Wagtail","Motacilla clara","species","32","19","20"
"Addis Ababa","ruegri1","Rüppell's Griffon","Gyps rueppelli","species","40","15","20"
"Addis Ababa","woosan","Wood Sandpiper","Tringa glareola","species","26","16","20"
"Addis Ababa","combuz1","Common Buzzard","Buteo buteo","species","29","12","20"
"Addis Ababa","capcro2","Cape Crow","Corvus capensis","species","36","15","20"
"Addis Ababa","grywag","Gray Wagtail","Motacilla cinerea","species","19","10","20"
"Addis Ababa","supsta1","Superb Starling","Lamprotornis superbus","species","37","12","20"
"Addis Ababa","abdsto1","Abdim's Stork","Ciconia abdimii","species","27","8","20"
"Addis Ababa","abynig1","Abyssinian Nightjar","Caprimulgus poliocephalus","species","32","9","20"
"Addis Ababa","moccha1","Mocking Cliff-Chat","Thamnolaea cinnamomeiventris","species","29","8","20"
"Addis Ababa","abywoo1","Abyssinian Woodpecker","Chloropicus abyssinicus","species","28","13","20"
"Addis Ababa","afrthr1","African Thrush","Turdus pelios","species","27","12","20"
"Addis Ababa","thbplo1","Three-banded Plover","Charadrius tricollaris","species","27","16","20"
"Addis Ababa","gybfis1","Gray-backed Fiscal","Lanius excubitoroides","species","25","6","20"
"Addis Ababa","motswi2","Mottled Swift","Apus aequatorialis","species","21","18","20"
"Addis Ababa","afmdov1","Mourning Collared-Dove","Streptopelia decipiens","species","27","8","20"
"Addis Ababa","blackc1","Eurasian Blackcap","Sylvia atricapilla","species","22","9","20"
"Addis Ababa","slbsta1","Slender-billed Starling","Onychognathus tenuirostris","species","13","13","20"
"Addis Ababa","rebwhe1","Red-breasted Wheatear","Oenanthe bottae","species","29","7","20"
"Addis Ababa","brwwar1","Brown Woodland-Warbler","Phylloscopus umbrovirens","species","22","6","20"
"Addis Ababa","spewea2","Speke's Weaver","Ploceus spekei","species","17","6","20"
"Addis Ababa","loceag1","Long-crested Eagle","Lophaetus occipitalis","species","25","8","20"
"Addis Ababa","piewhe1","Pied Wheatear","Oenanthe pleschanka","species","21","12","20"
"Addis Ababa","whiwag","White Wagtail","Motacilla alba","species","15","9","20"
"Addis Ababa","afgfly1","African Gray Flycatcher","Bradornis microrhynchus","species","24","5","20"
"Addis Ababa","perfal","Peregrine Falcon","Falco peregrinus","species","25","9","20"
"Addis Ababa","yebduc1","Yellow-billed Duck","Anas undulata","species","21","5","20"
"Addis Ababa","steeag1","Steppe Eagle","Aquila nipalensis","species","14","11","20"
"Addis Ababa","comswi","Common Swift","Apus apus","species","16","6","20"
"Addis Ababa","laudov1","Laughing Dove","Streptopelia senegalensis","species","20","8","20"
"Addis Ababa","categr","Cattle Egret","Bubulcus ibis","species","25","6","20"
"Addis Ababa","waheag3","Wahlberg's Eagle","Hieraaetus wahlbergi","species","19","6","20"
"Addis Ababa","marsan","Marsh Sandpiper","Tringa stagnatilis","species","13","10","20"
"Addis Ababa","spewea1","Spectacled Weaver","Ploceus ocularis","species","20","14","20"
"Addis Ababa","comgre","Common Greenshank","Tringa nebularia","species","19","9","20"
"Addis Ababa","afrgos1","African Goshawk","Accipiter tachiro","species","20","7","20"
"Addis Ababa","abylon1","Abyssinian Longclaw","Macronyx flavicollis","species","19","7","20"
"Addis Ababa","libeat1","Little Bee-eater","Merops pusillus","species","18","5","20"
"Addis Ababa","blhher1","Black-headed Heron","Ardea melanocephala","species","22","7","20"
"Addis Ababa","afpswi1","African Palm-Swift","Cypsiurus parvus","species","18","6","20"
"Addis Ababa","lafvul1","Lappet-faced Vulture","Torgos tracheliotos","species","23","8","20"
"Addis Ababa","ethswa1","Ethiopian Swallow","Hirundo aethiopica","species","22","8","20"
"Addis Ababa","afwowl1","African Wood-Owl","Strix woodfordii","species","18","8","20"
"Addis Ababa","litswi1","Little Swift","Apus affinis","species","23","6","20"
"Addis Ababa","reisee1","Reichard's Seedeater","Crithagra reichardi","species","15","6","20"
"Addis Ababa","lemdov2","Lemon Dove","Columba larvata","species","17","5","20"
"Addis Ababa","afcdov1","African Collared-Dove","Streptopelia roseogrisea","species","18","5","20"
"Addis Ababa","rewsta1","Red-winged Starling","Onychognathus morio","species","22","5","20"
"Addis Ababa","eurkes","Eurasian Kestrel","Falco tinnunculus","species","18","8","20"
"Addis Ababa","graher1","Gray Heron","Ardea cinerea","species","20","6","20"
"Addis Ababa","afywar1","African Yellow-Warbler","Iduna natalensis","species","12","8","20"
